id,Name,Age,CountryCode,Salary
10698,Margaret Brown,81,97,9201984
10699,Norma Falco,96,456,5971097
10700,Charles Scott,45,33,8212085
10701,Susan Romero,54,193,5767868
10702,Angelita Sookram,90,379,1343377
10703,Leonard Rieck,24,461,9826732
10704,Jean Trujillo,45,416,1440471
10705,Aimee Ashcraft,89,476,5286383
10706,Kyle Bryce,82,462,3235660
10707,Erin Wimberly,32,199,5600794
10708,Erica Diaz,47,245,9949902
10709,Lashanda Sanders,45,445,7168773
10710,Brandon Okelly,98,436,5130098
10711,Sharon Colon,99,69,8585385
10712,Brett Ortiz,44,99,7148761
10713,Jeffery Bender,90,101,6649194
10714,Clayton Hall,93,339,6041990
10715,Lana Alonso,86,18,8953195
10716,Norman Whelan,80,461,6489215
10717,Benjamin Dumas,85,67,139033
10718,Mary James,37,442,3884229
10719,Allison Pope,99,402,2035788
10720,Alonzo Santos,94,302,5993153
10721,Goldie Card,40,113,6567350
10722,Lana Morales,83,119,3346051
10723,Susie Sawyer,77,326,9724373
10724,George Amoroso,40,496,863631
10725,Tanya Pfeiffer,72,494,1992742
10726,Bonnie Rybicki,61,235,8550148
10727,Edwin Briggs,34,243,4387149
10728,Rena Sojka,46,325,7547172
10729,Deborah Martin,79,142,4880261
10730,Bridget Simpson,46,336,1864829
10731,Erika Isaacson,46,185,7364264
10732,Oscar Alvarez,24,307,7053045
10733,Arthur Malone,71,499,6397916
10734,Thomas Schlick,59,210,3496076
10735,Karen Mckane,32,478,8349475
10736,Austin Archibald,60,353,5574132
10737,Douglas Miller,56,81,7395161
10738,Janeen Kryst,41,480,5363963
10739,Mary Esquivel,45,388,653642
10740,Willa Edwards,59,303,180838
10741,Claire Carbone,36,129,2322162
10742,Beverly Barnard,73,98,729301
10743,Peggy Caserta,90,141,4071985
10744,Emma Reeser,37,27,3491834
10745,Tricia Brown,60,282,4836483
10746,Anna Chen,50,255,3951085
10747,Brenda Brown,87,431,6600229
10748,Isabel Wall,100,470,5400777
10749,Melissa Gray,53,62,652900
10750,Daniel Abrams,72,20,8710144
10751,Wayne Dolan,32,9,9008910
10752,Alaine Fontenot,72,164,6961499
10753,Doris Lewis,30,456,998667
10754,William Houghton,67,229,7005438
10755,Ivory Martin,28,449,5289658
10756,Grace Plyler,60,345,536714
10757,Francis Morrison,49,193,4842688
10758,Ashley Salazar,26,39,8925439
10759,Gilda Killam,57,216,571043
10760,Kevin Hilton,77,22,7051759
10761,Jennifer Hinton,19,298,6877081
10762,Malia Boyd,70,232,881617
10763,Jessica Greaves,50,165,610102
10764,Garland Weir,74,12,4884178
10765,Brian Haywood,71,470,9606491
10766,Robyn Garcia,32,73,889781
10767,Maria Salazar,75,371,9589026
10768,Julia Taylor,59,234,2997677
10769,Timothy Olsen,22,121,9158622
10770,Linda Saunders,18,134,8052460
10771,Joe Frederick,36,389,8592902
10772,Brian Hanke,40,188,8376261
10773,Grace Leich,86,288,8829704
10774,Carolyn Capps,76,56,1669017
10775,Margarita Evans,94,58,3706499
10776,Howard Lyons,93,15,259463
10777,George Foster,82,87,6238572
10778,Jose Poindexter,48,141,2734038
10779,Irvin Hendrix,22,130,4541765
10780,Todd Rogers,94,400,4256545
10781,Dorothy Sanchez,74,419,5408284
10782,Courtney Lewis,56,158,1482562
10783,Janice Bravo,61,359,6434795
10784,Samuel Mcgaha,90,479,9720590
10785,Jeffrey Dumais,56,92,9078181
10786,William Martin,39,380,9594276
10787,Caryn Green,18,429,2922680
10788,Jason Bentley,36,131,812246
10789,Eleanor Viteri,40,419,1425710
10790,Mark Little,73,355,8169
10791,James Parker,30,450,4291680
10792,Tatiana Bowen,25,333,2636222
10793,Demetria Curry,37,152,8553556
10794,Cora Lewis,81,59,2295112
10795,Jenise Chou,20,222,6076424
10796,Gail Wilson,48,465,846739
10797,Kimberly Garcia,43,330,3538274
10798,Joshua Nguyen,99,269,1832455
10799,Nelda Gavin,54,478,8509763
10800,Terry Mackey,100,242,6793917
10801,Joann Horning,41,378,2361007
10802,Eric Munger,65,455,1711539
10803,Alice Gammons,28,408,6875618
10804,Jennifer Thomas,28,118,6695175
10805,Carol Strobel,87,308,3514067
10806,Hubert Blackwell,86,143,8814443
10807,Jessica Castillo,45,207,5965392
10808,Alanna Jackson,69,81,9001004
10809,Diane Graves,36,393,4240103
10810,Jeremy Major,41,22,5480091
10811,Kim Bartlett,54,66,9776037
10812,Stephanie Michael,99,75,455769
10813,Marisol Moran,52,205,5590549
10814,Sandra Thrift,44,188,8760269
10815,Daniel Davis,18,70,3236987
10816,Dana Zabala,79,163,2264096
10817,Anthony Turner,89,56,7381215
10818,Raymond Brown,92,376,4999162
10819,Erica Clark,48,431,4620723
10820,Julia Sharbono,96,444,9657093
10821,Emilee Disalvo,48,393,4339329
10822,Susan Herauf,87,116,2453365
10823,Alex Porter,78,61,3926243
10824,Margo Hull,39,23,4996337
10825,Beverly Hummel,48,193,7937582
10826,Randy Cockrell,49,340,6551617
10827,Tamera Smith,61,143,8810790
10828,Ryan Valenzvela,84,175,5877720
10829,Brandy Craig,93,227,7508933
10830,Amie Gonser,88,147,5090451
10831,Clifford Taft,28,311,4064405
10832,William Dickerson,54,201,7828215
10833,Clyde Patterson,76,187,4197805
10834,Stephanie Buteau,47,236,300967
10835,Ashlee Nelson,92,205,6402818
10836,Dena Miles,61,498,6321862
10837,Virginia Mcfadden,77,375,2250030
10838,Wayne Chen,64,311,175607
10839,Daniel Simpson,61,117,5249642
10840,John Upton,51,249,7529348
10841,Douglas Lilly,79,243,8899302
10842,Theresa Wilson,39,358,9914284
10843,James Walters,20,223,5421206
10844,Ericka Odom,75,439,7213750
10845,Mathilde Anderegg,22,108,8774461
10846,Geraldine Bailey,86,231,4668932
10847,Lawrence Vincent,35,320,4882521
10848,Eva Hackney,49,241,2835682
10849,Richard Smith,50,219,4361660
10850,Aaron Mckenna,55,272,7814581
10851,Christopher Uplinger,48,33,3590104
10852,Chad Newsham,74,393,9095018
10853,Vernon Petronella,50,135,3250218
10854,James Hall,99,166,2065845
10855,Leonard Deiss,43,64,3175312
10856,Gertrude Ramsey,25,295,2296017
10857,Cody Laforce,69,424,3077575
10858,Diana Swan,65,309,8390040
10859,Brenda Dulin,29,90,4036267
10860,Margaret Jackson,54,388,601042
10861,Sara Robinson,78,257,4684093
10862,Christian Rosario,67,4,1204573
10863,Eartha Hall,58,420,2463710
10864,Jeremy Punt,27,225,8575405
10865,Dawn Lipp,42,400,3435422
10866,Diane Magner,99,123,5363036
10867,Norman Mayfield,61,355,5977973
10868,Shannon Bush,32,153,6864324
10869,Connie Darrigo,33,489,8963729
10870,Eva Mitchell,29,359,2849136
10871,Harold Grove,23,241,6594427
10872,Bob Lemon,85,330,184640
10873,Robert Funderburk,44,411,8933055
10874,James Lee,71,28,953922
10875,Daniel Sales,71,6,6950066
10876,Pauletta Peck,18,53,2103201
10877,Darlene Herndon,63,389,5794435
10878,Kristy Weaver,71,163,1702943
10879,Cathleen Craig,72,320,1924814
10880,Eugene Peoples,18,301,9423744
10881,Israel Hebert,98,374,1221744
10882,Mary Lee,56,170,2116480
10883,Tony Plotts,66,94,8257848
10884,Kimberly Couture,80,420,2786495
10885,Jeri Settles,63,132,4339912
10886,Trudi Castillo,18,221,7435116
10887,Aurora Gravel,37,3,1285547
10888,Sammy Podbielski,43,184,2895782
10889,Michael Davis,68,365,3391892
10890,Kenneth Switzer,62,499,233375
10891,Hyun Stein,99,262,5786883
10892,Regina Conley,88,130,5454220
10893,Tyler Johnson,38,297,3548190
10894,Danielle Liang,97,199,9709568
10895,Chad Mullen,54,333,315323
10896,Joan Alford,37,193,1561712
10897,Beverly Dagostino,39,261,8488746
10898,Sidney Harrison,48,182,2538490
10899,Manuel Ferree,67,280,2842103
10900,Irene Costa,52,13,9047997
10901,Margaret Richard,96,56,7966696
10902,Catherine Jones,68,255,7000126
10903,Ethel Thibault,39,344,3396563
10904,Glendora Turner,46,443,9685592
10905,Harold Mauro,54,137,6651190
10906,Pamela Wolfe,87,93,6479142
10907,David Willis,42,309,1123724
10908,Queen Burkhalter,53,258,8006229
10909,Glenn Draper,75,100,3680390
10910,Ira Ortiz,37,139,1197643
10911,Anthony Barbosa,61,109,2896187
10912,Michael Davis,48,183,6287552
10913,Alex Morales,53,270,982431
10914,Marlene Corbett,95,247,3241893
10915,Victor Mcmahan,98,181,9630715
10916,Carolyn Pegg,44,282,5596837
10917,Letha Quezad,100,43,6469257
10918,Dennis Roche,48,435,3259814
10919,Alfred Miesch,43,231,5657508
10920,Diana Vogt,91,272,8098117
10921,Thomas Logan,69,454,2623827
10922,Crysta Phillips,24,308,8976998
10923,James Stewart,59,291,2614241
10924,Sanford Vaughn,90,134,6897120
10925,Anna Reifsnyder,80,388,6606814
10926,Benita Mintz,69,478,3866589
10927,Cheri Middleton,63,1,2032719
10928,Bonnie Girard,60,290,7313076
10929,Larry Russell,91,470,6763223
10930,Norma Edelen,77,403,4506596
10931,Mary Carreras,63,20,210654
10932,Teresa Pafford,60,81,4042897
10933,Mary Gonzalez,18,417,9352124
10934,Sara Bienenstock,65,166,2000047
10935,Desiree Havlik,66,50,9321479
10936,Sara Herrera,23,205,1651014
10937,Illa Kenney,86,324,4646156
10938,Harold Karol,71,21,4488279
10939,Alma Wong,92,265,7341408
10940,Ethel Gallo,80,207,1860397
10941,Lori Vazquez,48,390,5189606
10942,James Berube,69,283,3882832
10943,Barbara Scott,18,149,9200160
10944,Kay Scott,49,1,6478981
10945,Tamara Mccown,44,272,5788619
10946,Wayne Mellott,19,441,7024062
10947,Joseph Turner,88,298,5738196
10948,Jennifer Lopez,35,145,7707333
10949,Charles Henderson,29,373,6969270
10950,Russell Mervyn,38,301,1070270
10951,Cynthia Deleone,36,173,8900380
10952,Michael Robinson,29,45,5049432
10953,Cheryl Craiger,27,317,5120897
10954,Wayne Candland,46,361,3383208
10955,Lindsey Wright,71,394,3537141
10956,Harriet Stone,33,200,373375
10957,Sara Cobb,28,276,4855684
10958,Cynthia Rush,89,297,8151817
10959,Gregory Post,73,20,5331042
10960,Christopher Smith,97,389,7938514
10961,Hilda Graham,60,339,7529699
10962,Bruce Keena,63,298,9188583
10963,Francis Turner,37,291,9628561
10964,Lucille Woody,70,210,5049900
10965,Janice Melendez,45,12,7196013
10966,Theodore Devine,56,88,2279077
10967,Whitney Rollinger,64,175,6644590
10968,Sandra Sims,81,302,4363049
10969,Carlos Haralson,63,344,9563921
10970,Helen Knight,38,86,7190286
10971,Martha Griffin,43,116,8875764
10972,Daryl Perry,53,439,4897178
10973,Heather Couch,44,269,1766775
10974,Jane Sams,36,114,3730530
10975,Letitia Palmer,49,300,1698402
10976,Dennis Gaede,20,112,2814114
10977,Teresa Recuparo,87,243,2220340
10978,Sanda Macias,39,326,8638081
10979,Cathy Johnson,60,378,609388
10980,Gloria Anderson,55,440,3494347
10981,Eddie Bouchard,88,268,4983040
10982,Jeffrey Hartage,74,460,8770144
10983,Kenneth Bolton,42,145,1985819
10984,Alton Kho,48,273,4576134
10985,Alice Devito,43,316,2418566
10986,Jason Egan,45,280,2965517
10987,Beverley Clark,94,3,4684900
10988,Raymond Copeland,18,225,8443089
10989,Agnes Parson,56,105,1666773
10990,William Kuziel,59,123,4771693
10991,Helen Simmons,39,90,6070947
10992,Mary Howard,47,58,8004958
10993,Patricia Tucker,83,46,8309298
10994,Joel Merlette,18,424,2938915
10995,Christa Roe,61,231,5182593
10996,Verdell Shaffer,82,424,4970824
10997,Marsha Dietrich,75,126,8056559
10998,Julian Fay,97,238,1398268
10999,Latoya Wilson,48,143,4156628
11000,Frank Gomez,78,352,7429904
11001,Betty White,28,372,9976970
11002,John Floyd,84,146,110049
11003,Joanne Hull,91,268,2395356
11004,Patricia Wiggins,36,56,5930438
11005,Brett Lee,23,426,9170571
11006,Michelle Goetz,70,53,814649
11007,Michael Segars,41,463,3296953
11008,Owen Oneal,45,251,7965178
11009,Sandra Duncan,59,203,1184823
11010,Jeanette Mckittrick,66,215,1601959
11011,David Glotfelty,77,328,6079821
11012,Bruce Anderson,21,103,9155713
11013,Monica Austin,62,144,1354324
11014,Eric Samuels,37,142,1893496
11015,Paula Bell,96,104,2676194
11016,Marisa Craighead,69,178,4839903
11017,Arturo Miller,61,470,4304701
11018,Barbara Howard,45,457,8773760
11019,Mamie Davis,77,362,5046385
11020,Lisa Logsdon,51,408,7616805
11021,Martha Everett,69,498,5324213
11022,John Ashbrook,63,108,8631685
11023,Pablo Ruff,38,153,7040809
11024,Robert Buker,50,286,1861009
11025,Ruth Fitzgerald,31,377,8644039
11026,Katherine Bella,59,116,6955710
11027,David Davis,74,40,7349825
11028,Eric Harris,46,84,6036496
11029,Heather Varner,66,56,9200327
11030,Albert Burkhalter,98,378,2125435
11031,John King,80,392,2408843
11032,Richard Shelton,32,403,9316373
11033,Stephanie Grant,38,23,9514463
11034,Derrick Shaw,70,315,9108810
11035,Rebecca Osborn,52,449,9905257
11036,Lottie Turnage,34,126,8861073
11037,Francisco Scoggins,88,120,236410
11038,Felicia Barbre,20,155,5532259
11039,Brian Carlisle,76,136,876107
11040,Tiana Haro,76,151,5947897
11041,William Dalbec,65,126,7927239
11042,Justin Cornelius,93,330,3938249
11043,Riley Stewart,36,109,931643
11044,Betty Courtemanche,55,119,2613606
11045,John Campbell,100,373,5118447
11046,Kimberly Keyes,72,27,8973146
11047,Jean Lopez,71,368,1833572
11048,Celina Coleman,45,467,2135551
11049,Andres Simmons,96,338,4554767
11050,Diane Roberson,49,273,7973119
11051,Nora Arnold,74,199,6155091
11052,Larry Smith,37,79,4364540
11053,Guadalupe Castle,76,74,5538054
11054,Larry Goldizen,26,480,3938459
11055,Maria Hinkle,79,162,8304701
11056,Richard Renk,40,355,4353913
11057,Elvin Trinidad,100,326,3335154
11058,Vanessa Mclendon,57,250,7716814
11059,Douglas Soo,93,32,5053189
11060,Ruth Alvidrez,48,35,1447068
11061,Jerry May,26,376,8084402
11062,Bryan Parks,83,496,1961299
11063,Julie Gerke,95,327,1292074
11064,Jamie Burgess,35,486,5276759
11065,Robert Hernandez,95,346,5102616
11066,Kenneth Ray,53,357,5082890
11067,Christopher Nemeth,44,253,489244
11068,Dennis Holte,79,463,1601513
11069,Reid Burkhardt,33,288,9843032
11070,Nancy Webber,31,25,2077622
11071,Rita Longie,70,380,7499489
11072,Paul Kim,67,490,172586
11073,Rudy Mayer,38,470,1199955
11074,Matthew Wilson,95,373,6746892
11075,Lane Reid,92,250,2400000
11076,Veronica Galizia,28,379,1561970
11077,Noel Uson,42,306,3559070
11078,Kimberly Chavez,43,55,1033331
11079,Maryann Washington,40,251,8833718
11080,Fernando Folts,93,431,6857481
11081,Laverne Davis,91,45,1150429
11082,William Thompson,41,42,6617457
11083,Chang Ballard,63,61,8115028
11084,Edward Stites,21,362,6756102
11085,Barbara Vandy,59,376,3764422
11086,Xavier Hullett,46,83,2904826
11087,Anne Smith,32,193,317167
11088,Nicholas Hamlin,38,195,3119731
11089,Joey Holton,76,12,1661242
11090,Eugene Carr,23,176,3521293
11091,Mary Eicher,63,471,6519989
11092,Ramon Peabody,74,128,3976819
11093,Linda Petitti,48,435,6535817
11094,Jennie Bui,89,224,2850329
11095,George Woods,69,497,5612004
11096,Ashlee Dominguez,58,317,2477028
11097,Willie Lee,81,199,2170563
11098,Gary Davidson,48,46,9956622
11099,Angela Browne,34,439,2672737
11100,Rachel Coelho,30,235,4537804
11101,Laurence Mcneeley,25,452,7320987
11102,Monica Aceuedo,95,475,6177149
11103,Kathleen Hoover,69,338,5557680
11104,Jeanne Gandy,71,55,8915036
11105,Brittany Maymon,25,358,3689800
11106,David Sutton,88,470,2687779
11107,Ingrid Mosher,19,68,3832303
11108,Nancy Hall,78,355,6665370
11109,Pam Foster,50,103,7900668
11110,George Lasch,82,11,4066390
11111,Edward Edwards,66,27,9589212
11112,Robin Lopez,92,67,5120850
11113,Wanda Ray,98,26,6656493
11114,Melissa Shaw,24,360,3330561
11115,Ashton Owens,32,364,8476404
11116,Bob Padillo,29,384,6768954
11117,Derrick Whetzel,100,258,7054356
11118,Brandon Paul,42,194,6122494
11119,Nathan Bonavia,76,101,8996000
11120,Pamela Skinner,69,54,3313176
11121,Otto Vitucci,76,188,3856535
11122,Albert Harris,31,69,1171964
11123,Hector Wilson,24,286,7359635
11124,Judy Whitt,98,206,4937943
11125,Billie Taylor,73,309,3005891
11126,Ryann Taunton,100,222,3455292
11127,Henrietta King,89,308,539889
11128,Pamela Ibarra,55,84,2741979
11129,Beth Edens,37,168,9597368
11130,Michelle Stiles,38,500,4754213
11131,Lois Tibolla,49,88,4469151
11132,Gregory Demery,73,205,5689075
11133,Frank Meeks,52,405,2457550
11134,Gerald Arnold,71,260,8051148
11135,Jack Rollo,32,16,7655573
11136,Jason Floer,54,284,640436
11137,Irene Bailey,66,248,6108217
11138,Albert Dobson,44,252,2741985
11139,Carol Gage,22,148,599675
11140,Keith Downs,55,345,781085
11141,Lula Desmarais,90,98,6573108
11142,Linda Frix,74,487,8589425
11143,Barbara Sandstrom,27,35,2745003
11144,Dustin Graham,41,288,501510
11145,Sonja Love,69,435,3018481
11146,Jeffrey Padilla,57,415,784322
11147,Julie Harmon,38,192,4840896
11148,Joseph Weber,91,405,6559274
11149,Annmarie Riley,30,153,1914308
11150,Justin Becnel,51,296,5007725
11151,Rosella Mcgary,84,392,1980609
11152,Nelson Garney,42,236,5694321
11153,Barbara Neese,21,354,7476037
11154,Robert Howell,91,409,8693249
11155,Kenneth Washington,76,149,4954016
11156,Hazel Miranda,86,65,2760888
11157,Wanda Wheeler,21,46,220919
11158,Joel Wilson,80,210,5933155
11159,Peggy Anderson,90,56,2325806
11160,John Ramos,54,29,3742758
11161,Mary Kelly,92,403,8369662
11162,Rosemarie Young,73,470,7518490
11163,Judith Pickett,76,246,3778748
11164,Jill Moore,38,427,1566725
11165,Michael But,82,315,2240815
11166,Larry Ellis,70,5,9787765
11167,Kyle Bertoni,58,127,1342136
11168,Meagan Hinkle,60,57,8229286
11169,Candice Hawks,73,269,2158508
11170,Sarah Bates,38,395,8179539
11171,Phyllis Brown,95,442,8578994
11172,Nettie Baklund,56,280,4818566
11173,Marcus Howell,62,177,2628509
11174,Michael Roy,76,381,1707962
11175,Faye Gordon,88,255,7904812
11176,Karen Willey,51,38,7859490
11177,Donna Davino,92,55,7637063
11178,Paula Ferguson,92,339,1735028
11179,Ruth Agee,62,500,38990
11180,Kenneth Mcclurg,99,491,2322262
11181,Adrian Terry,40,174,6564373
11182,Tammy Place,26,350,3289933
11183,Rich Nobles,69,372,147458
11184,Clint Yu,76,96,7423115
11185,Thomas Harrison,93,37,6032879
11186,Rose Mckinzie,47,49,6585479
11187,John Dennis,44,203,8331807
11188,Patrick Gentle,90,67,5115676
11189,John Cole,19,48,1085992
11190,Jessie Omalley,56,483,2643813
11191,Tommie Jacquier,55,475,3856081
11192,Emma Kelley,56,115,1996816
11193,Juanita Bertoni,92,316,5869302
11194,Louise Loggins,70,261,2512291
11195,Flora Negron,21,445,1291516
11196,Bruce Taylor,25,133,7061620
11197,Henry Parra,80,301,956360
11198,Matthew George,30,330,2443986
11199,Devon Brown,67,33,1771609
11200,Nancy Perrault,44,304,9589530
11201,Susan Hines,81,287,4740646
11202,Kristie Cea,100,496,758417
11203,Christopher Field,97,308,630013
11204,Timothy Russey,67,424,5756280
11205,Raymond Velez,96,236,6016493
11206,Janella Walley,68,326,4229633
11207,Roger Leach,79,395,4452780
11208,Mavis Mejia,79,379,2938044
11209,Wendy Mills,78,78,7554787
11210,Patricia Ivey,92,174,1770914
11211,Robert Arsenault,53,48,5174485
11212,Ralph Carey,31,237,2361142
11213,Darryl Allen,86,339,6910670
11214,Stacy Jaques,23,22,1719797
11215,Barbara Ross,19,454,3367310
11216,Rodney Mitchell,30,106,3011997
11217,Fannie Avery,72,493,1751829
11218,Donna Sanders,26,264,7560594
11219,Lucille Hyppolite,76,356,5900679
11220,Michael Maurer,80,245,9355961
11221,Herman Lasater,65,24,4008446
11222,Doris Maedche,24,85,9977225
11223,David Phillips,76,327,4466218
11224,Clinton Aguilar,44,245,5839332
11225,Gary Dickson,54,350,4713000
11226,Rodney Black,87,223,9047227
11227,Eleanor Mcgraw,69,235,4374738
11228,Deborah Bray,27,387,3848981
11229,Robert Gordon,31,211,3766030
11230,April Hill,47,376,9105464
11231,William Jones,96,43,320003
11232,Robert Perry,52,188,3556290
11233,Donald Faulkner,19,362,1814010
11234,Scott Sigala,78,472,2878426
11235,Cristina Seng,38,66,8014833
11236,Ronald Crespo,80,433,6847905
11237,Julie Page,38,422,7876008
11238,William Putt,83,458,5727170
11239,Ronald Combs,67,117,5745219
11240,Sherry Alexander,71,178,4295812
11241,Shawn Whitehead,24,64,1617417
11242,Robert Delong,42,127,7026053
11243,Terra Alvarez,96,447,6949415
11244,William Baxter,27,405,1266651
11245,Franklin Rouse,29,183,4483857
11246,Evelyn Fitzgerald,51,493,4844253
11247,Sean Hosick,23,418,2022580
11248,Willie Mcdonald,72,187,4416191
11249,Nancy Gardner,39,144,6565617
11250,Sharon Charles,89,500,3076352
11251,Brenda Sharp,59,497,9344285
11252,Deborah Hilson,21,409,5254157
11253,Harry Conway,21,380,2405780
11254,John Holsinger,84,220,1517131
11255,Charles Farrell,70,429,267931
11256,Larry Miller,76,500,9040377
11257,Allan Johnson,60,20,3316092
11258,Brenda Bevington,40,121,6910032
11259,Guadalupe Radford,66,265,3240510
11260,Johanna Oconnor,88,16,7255060
11261,Jonathan Butler,86,419,1275318
11262,Michael Martin,51,306,6423146
11263,Ruth Cannella,56,74,3426542
11264,Rickie Johnson,31,356,2042971
11265,William Bothwell,94,396,4041785
11266,Emily Loven,63,94,4478659
11267,Earl Davis,42,187,3886005
11268,John Bridges,72,210,5115041
11269,Carmen Stokley,49,76,4641633
11270,Pamela Glass,35,271,6325747
11271,Denise Smith,26,210,8482250
11272,Ronald Gardner,83,103,6847857
11273,Lula Francisco,25,408,5428585
11274,Bradley Harrington,48,59,5928570
11275,John Harrington,57,239,4752280
11276,James Wilburn,64,368,7809960
11277,Kyle Charles,83,43,7891296
11278,Hoyt Walter,19,402,3080080
11279,Emma Bruno,45,324,6011754
11280,Maria Cameron,40,345,8253112
11281,Everett Napier,18,69,6211596
11282,John Hamar,25,285,1819041
11283,Judith Steward,99,449,981440
11284,Patricia Harrier,90,475,8550147
11285,Kelly Hill,65,473,5207951
11286,Pauline Brown,92,173,2482751
11287,Rick Davis,58,339,5967323
11288,Ruth Ament,84,39,3252089
11289,Robert Graves,50,231,947647
11290,Paulina Armenta,62,168,9857733
11291,Ruby Mack,33,12,4886282
11292,Betty Thiel,20,185,7393873
11293,Robert Kelly,78,481,4336892
11294,Lisa Lee,42,243,1033144
11295,Irwin Trexler,55,234,3512808
11296,Sam Sites,25,157,4383247
11297,Judy Williams,51,188,9956728
11298,Hubert Hager,68,466,6459537
11299,Stanton Daugherty,46,151,1758106
11300,Stephen Anderson,56,188,4070164
11301,Nicholas Kimme,19,63,7203679
11302,Ashley Ribeiro,25,299,2905978
11303,Timothy Scott,74,439,2131342
11304,Julian Gilmore,95,464,818119
11305,Robert Mccord,37,63,2423390
11306,Anthony Pearson,41,399,2498524
11307,Jamie Forsythe,43,235,2721990
11308,Dana Morgan,86,429,3617185
11309,Joyce Chavez,30,49,3494663
11310,Mary Thorp,79,399,3602659
11311,Myong Feliciano,86,27,682432
11312,Carrie Puentes,52,20,8200919
11313,Antonio Angulo,49,1,9771483
11314,Billy Rocque,92,301,2898528
11315,Clayton May,67,386,8874981
11316,Jennifer Hollister,54,293,6069788
11317,Larry Tindol,65,266,3697635
11318,Patricia Serge,91,39,7500490
11319,Lisa Perry,54,54,4249934
11320,Patty Griffith,22,392,2077058
11321,Sheila Matteucci,41,212,6486538
11322,Raymond Barr,76,151,3034332
11323,Dana Began,23,218,5847471
11324,Christian Johns,97,384,5691988
11325,John Thornton,34,216,1187586
11326,Shane Franco,72,328,4484153
11327,Thomas Blaine,95,132,2098418
11328,Daniel Watkins,53,463,2494211
11329,Alisa Wolford,29,288,9192144
11330,Eleanor Bynum,35,92,1477597
11331,John Thompson,54,178,7049487
11332,Justin Banvelos,72,205,7733640
11333,Marisol Huntsinger,78,328,9921356
11334,Nancy Lee,97,273,4249492
11335,Danny Tallent,18,431,1226698
11336,Peggy Treadway,63,156,6022356
11337,Diana Mode,64,45,7894547
11338,Mary Stutzman,21,381,9486223
11339,Linda Hicks,59,435,2442027
11340,Jeffrey Perez,82,181,8297493
11341,Vernon Diaz,53,314,4108021
11342,Melanie Zuniga,83,241,9455830
11343,Travis Ross,41,392,9685764
11344,Darrell Stevens,26,382,4321817
11345,William Fortney,85,370,9997129
11346,Elizabeth Tuenge,94,110,5573174
11347,Rose Delmonte,40,47,4784827
11348,Leo Schertz,77,440,1261744
11349,Ruth Jacobs,92,358,9328359
11350,Carolyn Jackson,99,60,3945022
11351,Anna Gomez,93,250,9903756
11352,Sarah Shyne,50,144,615514
11353,Joann Rogers,42,83,1362016
11354,Michelle Manfre,23,432,1589736
11355,Candy Lowry,44,297,2162897
11356,Doris Chech,89,257,5976543
11357,William Dunham,89,261,9840205
11358,Lawrence Fountain,81,311,5579037
11359,Louis Shelton,46,333,2113773
11360,Willie Taylor,24,18,4151131
11361,John Nunamaker,74,356,5445839
11362,Ted Gates,50,393,2001052
11363,Debra Meyer,70,31,1533715
11364,Victoria Boykin,32,458,2818843
11365,Steven Carter,36,148,1278169
11366,Jimmy Case,77,45,9560570
11367,Douglas Rodriguez,95,429,6026256
11368,Anthony Nolan,98,141,8186045
11369,Keisha Romero,41,376,9612095
11370,Deborah Lopez,55,436,949319
11371,Kenneth Parks,21,316,2328638
11372,Shawn Benson,37,197,9259922
11373,Ronald Doughty,42,125,4761335
11374,Melissa Connolly,50,386,9009420
11375,Norma Salcedo,36,247,2829397
11376,Anna Biddle,83,86,448678
11377,William Eldred,73,474,8408307
11378,Gloria Bailey,60,47,2895103
11379,David Barton,86,210,447916
11380,Mary Hillman,23,404,5539104
11381,Carl Pierce,94,46,7032220
11382,Edward Emmert,95,81,6316105
11383,Grace Walters,65,97,9203680
11384,Carolyn Rosado,68,138,2488995
11385,Rose Hammond,34,349,4121522
11386,Eric Hammond,37,365,2499361
11387,Janice Ingram,33,144,5194586
11388,Albert Massey,66,93,7153877
11389,Jamie Joyce,74,359,1245982
11390,Bonnie Hester,23,344,7495881
11391,Boyd Sweet,50,28,9539555
11392,John Johnson,84,244,9967800
11393,Vernon Bush,81,64,8047845
11394,Richard Costello,25,218,985523
11395,Silvia Galimi,55,16,7384329
11396,Lloyd Grollimund,72,478,6948972
11397,Michael Koehne,31,60,9451972
11398,Vivian Torres,29,299,1479284
11399,Scott Lubin,91,432,8532094
11400,Helene Lynn,77,175,9988528
11401,Donnell Colston,63,238,550659
11402,Jamel Cusumano,24,275,5194594
11403,Rafael Bass,99,203,5356301
11404,Charles Jones,63,168,243961
11405,Marjorie Wood,20,66,4013604
11406,Christine Helms,78,296,9797808
11407,John Dicken,98,281,5615693
11408,Jean Johnson,65,364,3933205
11409,James Jacobs,48,41,7785064
11410,Nathan Frith,20,464,6767500
11411,Beverly Cathey,71,210,6851037
11412,Larry Collard,39,308,1702254
11413,Ellen Gifford,50,310,1953238
11414,James Thayer,44,158,250671
11415,Linda Palmer,83,241,9169133
11416,Asia Cramer,54,478,9050954
11417,Fred Cook,48,329,4748013
11418,Steven Williams,29,111,7376598
11419,Demetrius Headley,41,402,5501050
11420,Mary Secor,69,332,735958
11421,Leanne Chamberland,100,248,4803040
11422,Mariana Walker,76,244,957498
11423,Sherman Hyde,93,122,6410802
11424,Pamela Russo,99,387,5194752
